Material_Name,Curie_Temperature_K,Neel_Temperature_K,Curie_Weiss_Constant,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity_Oe,Magnetic_Moment_μB_R,Saturation_Magnetization_emu_g,Remanent_Magnetization_emu_g,Magnetic_Susceptibility,DOI,Experimental
CeSi1.2Ga0.8,12.5,,,-2-,,"{'a': '4.2381', 'b': '4.2381', 'c': '14.170'}",41.141,0.14,0.96 μB/f.u.,,,,10.1016/j.jmmm.2021.168833,TRUE
CeSi1.2Ga0.8,12.5,,,-2-,,"{'a': '4.2506', 'b': '4.2260', 'c': '14.174'}",.74,0.14,0.96 μB/f.u.,,,,10.1016/j.jmmm.2021.168833,TRUE
Ni45Co5Mn35In14Gd1,371.0,,,,,,,,,74,,,10.1016/j.jmmm.2018.01.065,TRUE
Nd2Fe14B,585.15,,,,,,,,,,,,10.1016/S0304-8853(01)00148-2,TRUE
Fe3B,778.15,,,-,,,,,,,,,10.1016/S0304-8853(01)00148-2,TRUE
Nd40Fe30Co15Al10B5,680.0,,,,,,,2.36,,,,,10.1016/j.jmmm.2007.06.027,TRUE
La0.65Ce0.35Mn2Si2,294.0,200.0,,22-,-,"{'a': '4.074', 'c': '10.548'}",4,,,33.35270,,,10.1016/j.jmmm.2009.09.074,TRUE
La0.55Ce0.45Mn2Si2,290.0,254.0,,22-,-,"{'a': '4.071', 'c': '10.553'}",4,,,34.28260,,,10.1016/j.jmmm.2009.09.074,TRUE
CeMn2Si2,,465.0,,22-,-,,4,,,,,,10.1016/j.jmmm.2009.09.074,FALSE
LaMn2Si2,310.0,470.0,,22-,-,,4,,,,,,10.1016/j.jmmm.2009.09.074,FALSE
Ti2FeAl,38.0,,58,-3,,{'a': '6.1918'},-3,,0.98 μB (Fe),,,,10.1016/j.jmmm.2019.166106,TRUE
Ti2FeGa,27.0,,48.7,-3,,{'a': '6.1765'},-3,,1.316 μB (Fe),,,,10.1016/j.jmmm.2019.166106,TRUE
La0.7Ca0.3Mn0.9Cu0.1O3,120.0,,,,,"{'a': '5.470', 'b': '5.457', 'c': '7.740'}",,,,,,,10.1016/j.jmmm.2022.169625,TRUE
La0.7Ca0.3MnO3,222.2,,,,,,,,,,,,10.1016/j.jmmm.2022.169625,FALSE
Sr2IrO4,,221.0,165.7,,,"{'a': '5.495', 'b': '5.495', 'c': '25.773'}",41,2,0.68 μB,,,,10.1016/j.jmmm.2018.07.091,TRUE
Fe66.5Cr7Si13.5B9CuNb3,160.0,,,,,,,,,,,,10.1016/j.jmmm.2003.12.828,TRUE
Co2ZrSn,448.0,,,21,,{'a': '0.6226 nm'},3,,0.78 μB per Co atom,26.47,,,10.1016/j.jmmm.2005.04.010,TRUE
Mn3O4,,42.0,,,,,41,,,,,,10.1016/j.jmmm.2009.01.041,TRUE
HoNi2B2C,,5.25,,,,,,,,,,,10.1016/j.jmmm.2006.08.013,TRUE
Ni54Mn19Ga27,328.5,,,2114,,"{'a': {'As prepared': 5.757, '0.5h': 5.752, '1h': 5.742, '5h': 5.738}, 'c': {'As prepared': 6.449, '0.5h': 6.45, '1h': 6.434, '5h': 6.424}}",-34,1.80.51.210.250.3,,35.20.540.5140.5568.3,,,10.1016/j.jmmm.2018.08.056,TRUE
Pr2FeMnO6,576.0,,32,,,"{'a': '5.471', 'b': '5.508', 'c': '7.750'}",,41222,8.146 μB/F.U,,0.380.2,,10.1016/j.jmmm.2018.12.044,TRUE
Pr0.75Sr0.25MnO3,220.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.044,FALSE
La0.75Sr0.25MnO3,360.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.044,FALSE
In2S3,300.0,,,,,,,76.71,,0.0067,0.0009,,10.1016/j.jmmm.2020.166618,TRUE
TmFeO3,,638.9,,,,,,,,,,,10.1016/j.jmmm.2020.167562,TRUE
NdFeB,610.15,,,,,,,2134,,,1.168,,10.1016/j.jmmm.2010.07.036,TRUE
NdDyFeCoBAl,610.15,,,,,,,2134,,,1.168,,10.1016/j.jmmm.2010.07.036,TRUE
Nd7.5Fe84.8Ti7.1Nb0.6,553.15,,,,,,,,,,,,10.1016/S0304-8853(03)00299-3,TRUE
Nd7.5Fe84.8Ti4.7Nb3.0,353.15,,,,,,,,,,,,10.1016/S0304-8853(03)00299-3,TRUE
NdFe11Ti,553.15,,,,,,,,,,,,10.1016/S0304-8853(03)00299-3,FALSE
Nd2Fe17,353.15,,,,,,,,,,,,10.1016/S0304-8853(03)00299-3,FALSE
Ce3NiSi3,,6.0,-15,,,"{'a': '4.061', 'b': '4.295', 'c': '18.081'}",,,0.55 μB/f.u.,,,,10.1016/j.jmmm.2019.03.023,TRUE
Ce2NiSi3,,3.5,,,,,,,,,,,10.1016/j.jmmm.2019.03.023,FALSE
Cd0.5Mn0.5Te,,,2612748.02547.33226.7,-,,,,,,,,,10.1016/j.jmmm.2005.03.058,TRUE
Mn3Ge,820.0,,,,22,"{'a': '3.738', 'c': '6.986'}",,1.72.1,0.63 μB at 5 T,,,,10.1016/j.jmmm.2016.12.140,TRUE
CePd2Al3,,2.7,,,,,,,,,,,10.1016/S0304-8853(00)00786-1,TRUE
HoFeO3,,643.0,,,,,,0.07203000.22665,,,0.021..300,,10.1016/j.jmmm.2016.02.054,TRUE
HoFe0.5Cr0.5O3,,273.0,-10,,,,,0.07435,11.619 μB,,,,10.1016/j.jmmm.2016.02.054,TRUE
Ce2PdGe6,,11.5,-16.1,,,"{'a': '4.1689', 'b': '4.0790', 'c': '22.047'}",2,,0.9 μB/mol Ce,,,2.52,10.1016/j.jmmm.2004.05.024,TRUE
Ce2PtGe6,,9.9,-7.0,,,"{'a': '4.143', 'b': '4.076', 'c': '22.146'}",2,,0.9 μB/mol Ce,,,2.43,10.1016/j.jmmm.2004.05.024,TRUE
Ce2NiGe6,,10.4,,,,,2,,,,,,10.1016/j.jmmm.2004.05.024,FALSE
Ce2CuGe6,,15.0,,,,,2,,,,,,10.1016/j.jmmm.2004.05.024,FALSE
MnCoGe,345.0,,,,-,"{'a': '5.31', 'b': '4.09', 'c': '7.07'}",,,,,,,10.1016/j.jmmm.2021.167912,TRUE
Mn0.8Sm0.2CoGe,270.0,,,,,,,,,,,,10.1016/j.jmmm.2021.167912,TRUE
Mn0.6Sm0.4CoGe,315.0,,,,,,,,,,,,10.1016/j.jmmm.2021.167912,TRUE
Mn0.4Sm0.6CoGe,270.0,30.0,,,,"{'a': '5.907', 'b': '3.817', 'c': '7.044'}",,,,,,,10.1016/j.jmmm.2021.167912,TRUE
TmNiIn,,2.5,0.4,,-,"{'a': '7.421', 'c': '3.677'}",62,,7.2 μB,4.25,,,10.1016/j.jmmm.2010.11.028,TRUE
NdNiIn,14.5,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,FALSE
GdNiIn,93.5,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,FALSE
TbNiIn,,68.0,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,FALSE
DyNiIn,,32.0,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,FALSE
HoNiIn,20.0,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,FALSE
ErNiIn,9.0,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,FALSE
SrCoO2.90,175.0,,,,,"{'a': '3.829', 'b': '3.829', 'c': '3.829'}",-3,,2.10 μB/Co,,,,10.1016/j.jmmm.2018.01.083,TRUE
SrCoO2.835,163.0,,,,,"{'a': '3.829', 'b': '3.829', 'c': '3.829'}",-3,,0.86 μB/Co,,,,10.1016/j.jmmm.2018.01.083,TRUE
SrCoO2.72,150.0,,,,,"{'a': '3.829', 'b': '3.829', 'c': '3.829'}",-3,,0.70 μB/Co,,,,10.1016/j.jmmm.2018.01.083,TRUE
Fe in Er,,84.4,,,,,,,,,,,10.1016/j.jmmm.2003.12.469,TRUE
Gd2Co3Al9,,9.6,-15,,239,"{'a': '12.7745', 'b': '7.4905', 'c': '9.3632'}",.63,,9 μB/Gd,,,,10.1016/j.jmmm.2018.07.027,TRUE
MnV2O4,,57.0,,,,,-3,,,,,,10.1016/j.jmmm.2010.11.083,TRUE
La0.7Sr0.3MnO3,350.0,,,,,,,,,,,,10.1016/j.jmmm.2006.02.024,TRUE
Ni52.5Mn24.5Ga23,302.0,,,21,,,,,,,,,10.1016/j.jmmm.2008.04.029,TRUE
Tb3Ru4Al12,,22.0,,,,"{'a': '5.19', 'c': '3.63'}",63,,5 μB,,,,10.1016/j.jmmm.2018.12.104,TRUE
Co36Fe36Si3Al1Nb4B20,731.0,,,,,,,,,13577126300,,,10.1016/j.jmmm.2010.08.009,TRUE
CaLaFe11O19,653.0,,,,,"{'a': '5.88', 'c': '23.08'}",6346,,,2.13103,,4.26103,10.1016/S0304-8853(00)01333-0,TRUE
CaFe12O19,718.0,,,,,"{'a': '5.81', 'c': '22.91'}",,,,,,,10.1016/S0304-8853(00)01333-0,FALSE
LaFe12O19,670.0,,,,,,,,,,,,10.1016/S0304-8853(00)01333-0,FALSE
BaFe12O19,723.0,,,,,"{'a': '5.88', 'c': '23.17'}",,,,,,,10.1016/S0304-8853(00)01333-0,FALSE
SrFe12O19,,323.0,,,-,,63300-62350,,,,,,10.1016/j.jmmm.2019.165821,TRUE
Fe88Zr7B4Cu1,800.0,,,,,,,0.08,,,,,10.1016/j.jmmm.2006.07.013,TRUE
Fe44Co44Zr7B4Cu1,750.0,,,,,,,0.32,,,,,10.1016/j.jmmm.2006.07.013,TRUE
BiFeO3,,640.0,,,,"{'a': '5.5755', 'c': '13.857'}",,,,0.09,,,10.1016/j.jmmm.2014.04.008,TRUE
Bi0.9Tb0.1Fe0.9Mn0.1O3,,493.0,,,,"{'a': '5.5551', 'c': '13.754'}",,,,0.39,,,10.1016/j.jmmm.2014.04.008,TRUE
Bi0.8Tb0.2Fe0.8Mn0.2O3,,533.0,,,,"{'a': '5.5432', 'c': '13.721'}",,,,0.50,,,10.1016/j.jmmm.2014.04.008,TRUE
Ba2Fe1.1Mo0.9O6,353.0,,,-,,{'a': '0.8065 nm'},3,,3.59 μB/formula unit,,,,10.1016/j.jmmm.2006.01.073,TRUE
Sr2FeMoO6,308.0,,,,-,,,32.65,,2.303..,,,10.1016/j.jmmm.2018.11.098,TRUE
Sr2FeMoO6,326.0,,,,-,,,49.55,,1.701..,,,10.1016/j.jmmm.2018.11.098,TRUE
Sr2FeMoO6,307.0,,,,-,,,34.55,,2.400..,,,10.1016/j.jmmm.2018.11.098,TRUE
Sr2FeMoO6,323.0,,,,-,,,53.85,,1.574..,,,10.1016/j.jmmm.2018.11.098,TRUE
HoFeO3,,647.0,,,,"{'a': '5.280', 'b': '5.591', 'c': '7.602'}",,,,,,,10.1016/j.jmmm.2020.166855,TRUE
YFeO3,,650.0,,,,,,,,,,,10.1016/j.jmmm.2020.166855,FALSE
YbFeO3,,650.0,,,,,,,,,,,10.1016/j.jmmm.2020.166855,FALSE
Ni67Cu33,240.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165930,TRUE
Fe70.5Cr3Si13.5Cu1B9Nb3,540.0,,,,,,,,,,,7695..,10.1016/j.jmmm.2012.01.019,TRUE
Fe63.5Cr10Si13.5Cu1B9Nb3,330.0,,,,,,,,,,,3635..,10.1016/j.jmmm.2012.01.019,TRUE
Fe66.5Cr7Si13.5Cu1B9Nb3,420.0,,,,,,,,,,,3812..,10.1016/j.jmmm.2012.01.019,TRUE
Fe66.5Cr7Si13.5Cu1B9Nb3,300.0,,,,,,,,,,,934..,10.1016/j.jmmm.2012.01.019,TRUE
Gd2CoMnO6,111.0,42.0,106.10,,,"{'a': '5.30103', 'b': '5.58829', 'c': '7.54838'}",,,4.45 μB,,,,10.1016/j.jmmm.2022.170162,TRUE
Gd2CoMn0.8Ti0.2O6,96.0,40.0,93.13,,,"{'a': '5.30485', 'b': '5.59645', 'c': '7.56355'}",,,4.26 μB,,,,10.1016/j.jmmm.2022.170162,TRUE
Gd2CoMn0.6Ti0.4O6,80.0,34.0,79.74,,,"{'a': '5.31618', 'b': '5.61286', 'c': '7.58812'}",,,4.22 μB,,,,10.1016/j.jmmm.2022.170162,TRUE
Gd2CoMn0.4Ti0.6O6,57.0,28.0,62.91,,,"{'a': '5.32361', 'b': '5.62394', 'c': '9.27892'}",,,4.09 μB,,,,10.1016/j.jmmm.2022.170162,TRUE
Gd2CoMn0.2Ti0.8O6,27.0,,23.96,,,"{'a': '5.33577', 'b': '5.63891', 'c': '9.31811'}",,,1.50 μB,,,,10.1016/j.jmmm.2022.170162,TRUE
Gd2CoTiO6,,,09.09,,,"{'a': '5.34667', 'b': '5.64409', 'c': '9.30954'}",,,0.52 μB,,,,10.1016/j.jmmm.2022.170162,TRUE
Fe0.50Rh0.50,,377.0,,,,"{'a': '2.986', 'c': '2.993'}",,,,,,,10.1016/j.jmmm.2022.169095,TRUE
Fe0.45Rh0.55,,410.0,,,,"{'a': '2.986', 'c': '3.009'}",,,,,,,10.1016/j.jmmm.2022.169095,TRUE
Fe0.50Rh0.50,,354.0,,,,"{'a': '2.986', 'c': '2.978'}",,,,,,,10.1016/j.jmmm.2022.169095,TRUE
Fe0.45Rh0.55,,348.0,,,,"{'a': '2.986', 'c': '2.977'}",,,,,,,10.1016/j.jmmm.2022.169095,TRUE
Fe0.50Rh0.50,,293.0,,,,"{'a': '2.986', 'c': '3.005'}",,,,,,,10.1016/j.jmmm.2022.169095,TRUE
Fe0.45Rh0.55,,280.0,,,,"{'a': '2.986', 'c': '2.973'}",,,,,,,10.1016/j.jmmm.2022.169095,TRUE
NaMnO2,,45.0,,,,,63,,,,,,10.1016/j.jmmm.2018.08.009,FALSE
NaNiO2,,20.0,,,,,,,,,,,10.1016/j.jmmm.2018.08.009,FALSE
NaVO2,,93.0,,,,,,,0.98,,,,10.1016/j.jmmm.2018.08.009,FALSE
AlFe2B2,300.0,,,,,"{'a': '2.9263', 'b': '11.0295', 'c': '2.8666'}",,,2.47 μB/f.u.,,,,10.1016/j.jmmm.2019.03.046,TRUE
AlFeMnB2,200.0,,,,,"{'a': '2.9206', 'b': '11.0673', 'c': '2.8957'}",,,"1.63 μB/f.u. (ordered), 1.82 μB/f.u. (disordered)",,,,10.1016/j.jmmm.2019.03.046,TRUE
AlMn2B2,,300.0,,,,"{'a': '2.9300', 'b': '11.0186', 'c': '2.8975'}",,,"0.75 μB/f.u. (FM), 0.00 μB/f.u. (AFM)",,,,10.1016/j.jmmm.2019.03.046,TRUE
CuB2O4,,20.0,,,,,,,"0.94 μB (A-sites), 0.54 μB (B-sites)",,,,10.1016/j.jmmm.2005.03.085,TRUE
Bi1.9Eu0.1Se3,8.0,,,,,,,,,,,,10.1016/j.jmmm.2017.09.058,TRUE
Bi1.79Eu0.21Se3,64.0,,,,,,,,,,,,10.1016/j.jmmm.2017.09.058,TRUE
Co2SiO4,,50.0,,-,,"{'a': '10.3005', 'b': '6.0028', 'c': '4.7816'}",,,3.61 μB,,,,10.1016/j.jmmm.2010.05.050,TRUE
NdPdIn,30.0,,2,-,,"{'a': '7.6825', 'c': '4.0054'}",.189,,1.96 μB,,,1.210-3,10.1016/j.jmmm.2004.08.002,TRUE
HoPdIn,22.0,,,-,,"{'a': '7.6267', 'c': '3.7814'}",.189,,8.1 μB,,,,10.1016/j.jmmm.2004.08.002,TRUE
ErPdIn,11.0,,,-,,"{'a': '7.6339', 'c': '3.7951'}",.189,,6.6 μB,,,,10.1016/j.jmmm.2004.08.002,TRUE
Fe25Co25Ni25Mo5P10B10,560.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,TRUE
Fe80P13C7,579.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Fe79Gd1B12Cr8,355.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Fe77Ta3B10Zr9Cu1,313.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Fe66Mn14P10B7C3,319.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Co71Mo9P14B6,317.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Co62Nb6Zr2B30,210.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
CeAgAs2,,6.2,,2,,"{'a': '5.7439', 'b': '5.7695', 'c': '21.0066'}",,,0.88 μB at 4 K,,,,10.1016/j.jmmm.2011.11.001,TRUE
TbPd3S4,,2.9,,,,{'a': '6.656'},3,,8.16 μB,,,,10.1016/S0304-8853(01)00178-0,TRUE
YbPd3S4,,1.8,,,,{'a': '6.632'},3,,0.66 μB,,,,10.1016/S0304-8853(01)00178-0,TRUE
Sm0.9Bi0.1Fe0.9Mn0.1O3,,620.0,-648,,,"{'a': '5.6044', 'c': '5.3985'}",,3000.565644015500.86156400.17000.03,1.41 μB,3000.74400.555500.386400.157000.11,3000.364400.315500.226400.0247000.008,,10.1016/j.jmmm.2020.167094,TRUE
Pr0.7Ca0.3CoO3,,,-25,,,,,,,,,,10.1016/j.jmmm.2009.06.034,TRUE
Pr0.5Ca0.5CoO3,,,-120,,,,,,,,,,10.1016/j.jmmm.2009.06.034,TRUE
Pr0.7Sr0.3CoO3,240.0,,150,,21,,,0.15,,,,,10.1016/j.jmmm.2009.06.034,TRUE
Pr0.5Sr0.5CoO3,240.0,,265,,21,,,0.15,,,,,10.1016/j.jmmm.2009.06.034,TRUE
NiO,,500.0,,-3,,"{'a': '4.176', 'b': '4.176', 'c': '4.176'}",-3,,200 μB,0.63,,,10.1016/j.jmmm.2019.03.004,TRUE
Cu0.6Co0.4Cr2O4,,100.0,,41,,,41,,,,,,10.1016/j.jmmm.2022.169770,TRUE
Cu0.4Co0.6Cr2O4,,100.0,,3,,,3,,,,,,10.1016/j.jmmm.2022.169770,TRUE
Fe70Ag30,843.15,,,,,,,84,,125,17.5,,10.1016/S0304-8853(01)00169-X,TRUE
Fe50Ag50,843.15,,,,,,,,,,,,10.1016/S0304-8853(01)00169-X,TRUE
Fe30Ag70,843.15,,,,,,,,,,,,10.1016/S0304-8853(01)00169-X,TRUE
NdMnO3,,70.0,,,,,,,,,,,10.1016/j.jmmm.2015.02.032,TRUE
La0.7Te0.3Mn0.7Co0.3O3,201.0,,205,,,"{'a': '5.5322', 'b': '5.4930', 'c': '7.7788'}",,0.34,4.13 μB/f.u.,,,,10.1016/j.jmmm.2017.07.048,TRUE
Y1.7Bi0.3Ir2O7,,,-315,,,{'a': '10.20'},-3,,1.5 μB,,,,10.1016/j.jmmm.2019.04.049,TRUE
Y1.7Bi0.3Ir2O7,,,-615,,,{'a': '10.20'},-3,,0.9 μB,,,,10.1016/j.jmmm.2019.04.049,TRUE
Cr2O3,,307.0,,,,"{'a': '4.95', 'b': '4.95', 'c': '13.58'}",-3,,,,,,10.1016/j.jmmm.2019.165262,TRUE
Ge0.66Mn0.34,,150.0,,,,,,,,2203,,,10.1016/j.jmmm.2004.04.089,TRUE
Ge8Mn11,,150.0,,,,,,,,,,,10.1016/j.jmmm.2004.04.089,TRUE
Ni50Mn31Al19,375.0,300.0,,2,,,,,,,,,10.1016/j.jmmm.2021.167964,TRUE
Fe2BO4,,150.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,FALSE
Fe3BO5,,90.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,FALSE
Co3BO5,,42.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,FALSE
Mn2BO4,,23.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,FALSE
V2BO4,,35.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,FALSE
Nd10Fe83B6In,593.15,,,,,,,5.3,,,0.76,,10.1016/S0304-8853(01)00130-5,TRUE
Nd10Fe84B6,593.15,,,,,,,,,,,,10.1016/S0304-8853(01)00130-5,TRUE
Ni49.0Mn38.4Sb11.7Si0.9,334.0,,,,,,,,,31.22,,,10.1016/j.jmmm.2016.12.138,TRUE
Ni42Co8Mn37.7In12.3,426.0,,,,,,,,,110,,,10.1016/j.jmmm.2019.01.101,TRUE
BiMnO3,105.0,2.28,,,,,,,,,,,10.1016/j.jmmm.2018.03.031,TRUE
Fe–25Cr–12Co–1Si,944.0,,,,,,,614,,,13.1,,10.1016/j.jmmm.2004.05.027,TRUE
DyCrO4,23.0,21.0,3.13,,,"{'a': '7.1406', 'c': '6.2698'}",41,,10.63 μB,,,,10.1016/j.jmmm.2019.165467,TRUE
Fe56Mn20Ga24,250.0,,,-,,,,16-20,"3.5 μB (as-deposited), 4.0 μB (annealed)",530-680,,,10.1016/j.jmmm.2017.05.050,TRUE
Fe39Mn25Ga36,200.0,,,-,,,,16-20,"0.9 μB (as-deposited), 3.1 μB (annealed)",0-460,,,10.1016/j.jmmm.2017.05.050,TRUE
Fe48Rh52,,315.0,,,,,,,,,,,10.1016/j.jmmm.2018.02.064,TRUE
CoRuMnGe,560.0,,,,21,{'a': '5.88'},43,,4.10 μB/f.u.,,,,10.1016/j.jmmm.2019.165662,TRUE
CoRuVAl,168.0,,,,2,{'a': '5.90'},,,0.53 μB/f.u.,,,,10.1016/j.jmmm.2019.165662,TRUE
CoRuVGa,150.0,,,,2,{'a': '5.91'},,,0.84 μB/f.u.,,,,10.1016/j.jmmm.2019.165662,TRUE
Ni2.1Mn0.9Ga,273.0,,,21,,{'a': '5.8729'},,,,,,,10.1016/j.jmmm.2017.07.016,TRUE
Ni2.06Co0.04Mn0.9Ga,275.0,,,21,,{'a': '5.8691'},,,,,,,10.1016/j.jmmm.2017.07.016,TRUE
Ni1.98Co0.12Mn0.9Ga,286.5,,,21,,{'a': '5.8637'},,,,,,,10.1016/j.jmmm.2017.07.016,TRUE
Ni1.9Co0.2Mn0.9Ga,309.0,,,21,,{'a': '5.8618'},,,,,,,10.1016/j.jmmm.2017.07.016,TRUE
Ni40.7Mn42.9Sn10.4Co6.0,398.0,,,610,,,,,,525.0577.0,,,10.1016/j.jmmm.2019.166359,TRUE
NbVTiAl,800.0,,,2-,,"{'a': '6.36', 'b': '6.36', 'c': '6.35'}",-3,,0.05 μB/f.u.,,,,10.1016/j.jmmm.2022.169124,TRUE
HoFe0.55Mn0.45O3,,336.0,-34.9,,,"{'a': '5.6626', 'b': '7.5241', 'c': '5.2704'}",,,11.52 μB,,,,10.1016/j.jmmm.2020.166415,TRUE
HoFeO3,,640.0,,,,"{'a': '5.2834', 'b': '5.5910', 'c': '7.6098'}",,,,,,,10.1016/j.jmmm.2020.166415,FALSE
Ni49.1Mn38.9Sn12,300.0,229.0,,214,,"{'a': '5.9854 (austenite), 8.620 (martensite)', 'b': 'NA (austenite), 5.656 (martensite)', 'c': 'NA (austenite), 4.360 (martensite)'}",-3,,,,,,10.1016/j.jmmm.2016.07.065,TRUE
BaFe12O19,723.15,,,,,,,5934,,66.9,28.2,,10.1016/j.jmmm.2018.10.044,TRUE
Sr0.6Ba0.4MnO3,,227.0,,,63,,63,,,,,,10.1016/j.jmmm.2019.165972,TRUE
SrMnO3,,280.0,,,63,,63,,,,,,10.1016/j.jmmm.2019.165972,FALSE
Ni50Mn33In17,300.0,,,216,,"{'a': '5.9966 (Cubic), 4.3836 (Monoclinic)', 'b': 'N/A (Cubic), 5.6337 (Monoclinic)', 'c': 'N/A (Cubic), 12.978 (Monoclinic)'}",32,,,,,,10.1016/j.jmmm.2018.10.036,TRUE
Cu2MnBO5,93.0,,-104.2,,,"{'a': '3.14003', 'b': '9.3973', 'c': '12.0242'}",21,,4.5 μB,,,,10.1016/j.jmmm.2016.07.019,TRUE
La0.5Sr0.5CoO3,235.0,,,,,"{'a': '5.41795', 'c': '13.25900'}",-3,,,,,,10.1016/j.jmmm.2005.11.025,TRUE
La0.5Sr0.5Co0.9Mo0.1O3,175.0,,,,,"{'a': '5.43500', 'c': '13.23498'}",-3,,2.63 μB,1.41,,,10.1016/j.jmmm.2005.11.025,TRUE
La1.32Sr1.68Mn2O7,144.0,,,,,,,,,,,,10.1016/j.jmmm.2012.12.002,TRUE
Tb20Fe80,393.15,,,,,,,2400,,,,,10.1016/j.jmmm.2008.10.026,TRUE
In0.97Mn0.03P,300.0,,,,,,,100,,,,,10.1016/j.jmmm.2006.06.031,TRUE
In0.97Mn0.03P,40.0,,,,,,,60,,,,,10.1016/j.jmmm.2006.06.031,TRUE
La2NiMnO6,171.0,,,,21,"{'a': '5.457', 'b': '5.504', 'c': '7.740'}",21,,3.97 μB/formula unit,,,,10.1016/j.jmmm.2018.08.081,TRUE
DyMnO3,,39.0,,,,,,,,,,,10.1016/j.jmmm.2010.12.031,TRUE
TbMnO3,,75.0,,,,,216,,,,,,10.1016/j.jmmm.2010.12.031,FALSE
NdMnO3,,75.0,,,,,,,,,,,10.1016/j.jmmm.2010.12.031,FALSE
La0.67Ca0.33MnO3,272.0,,,,,{'a': '0.3870 nm'},,,,,,,10.1016/j.jmmm.2003.07.001,TRUE
Fe71Ru29,,124.0,,,,"{'a': '2.590', 'c': '4.167'}",,,1.04 ± 0.10 μB,,,,10.1016/j.jmmm.2017.10.093,TRUE
MoGe,500.0,,,,,{'a': '5.813'},,,2 μB,,,,10.1016/j.jmmm.2016.09.045,FALSE
MoSn,500.0,,,,,{'a': '6.278'},,,2 μB,,,,10.1016/j.jmmm.2016.09.045,FALSE
Ni43Mn46Sn8Cr3,301.8,,,21,,{'a': '5.917'},3,,,,,,10.1016/j.jmmm.2017.07.034,TRUE
Ni43Mn46Sn8In3,296.8,,,21,,{'a': '6.001'},3,,,,,,10.1016/j.jmmm.2017.07.034,TRUE
Mn53Ni25Ga22,570.3,,,,-,"{'a': '0.5515 nm', 'b': '0.5515 nm', 'c': '0.6829 nm'}",21,,,19.5,,,10.1016/j.jmmm.2015.09.075,TRUE
Mn53Ni25Ga22,564.1,,,,-,"{'a': '0.5523 nm', 'b': '0.5523 nm', 'c': '0.6737 nm'}",21,,,18,,,10.1016/j.jmmm.2015.09.075,TRUE
Ca2Fe2O5,,715.0,,,,"{'a': '5.4572', 'b': '14.8545', 'c': '5.6309'}",,,,,,,10.1016/j.jmmm.2023.170543,TRUE
Ca2Fe1.8Cr0.2O5,,600.0,,,,"{'a': '5.4550', 'b': '14.8314', 'c': '5.6301'}",,,,,,,10.1016/j.jmmm.2023.170543,TRUE
Ca2Fe1.6Cr0.4O5,,550.0,,,,"{'a': '5.4523', 'b': '14.8353', 'c': '5.6248'}",,,,,,,10.1016/j.jmmm.2023.170543,TRUE
GdBaCo2O5.5,,260.0,275,,,,,,0.4 μB,,,,10.1016/S0304-8853(01)01018-6,TRUE
Fe0.7Nb0.1Zr0.1Ti0.1,923.15,,,,,,,2.05-1.78,,59.2-87.2,,,10.1016/j.jmmm.2017.10.018,TRUE
Nd2Fe14B,585.15,,,,,"{'a': '8.8', 'b': '8.8', 'c': '12.2'}",42,86933008846300,,,79203007800300,,10.1016/j.jmmm.2007.10.003,TRUE
Co69Fe7Si14B10,673.15,,,,,,,0.07,,,,,10.1016/j.jmmm.2009.05.010,TRUE
Co69Fe7Si14B10,673.15,,,,,,,0.08,,,,,10.1016/j.jmmm.2009.05.010,TRUE
Co69Fe7Si14B10,647.15,,,2,,,,0.2,,,,,10.1016/j.jmmm.2009.05.010,TRUE
Co69Fe7Si14B10,640.15,,,2,,,,14.35,,,,,10.1016/j.jmmm.2009.05.010,TRUE
Co69Fe7Si14B10,,440.15,,2,,,,542,,,,,10.1016/j.jmmm.2009.05.010,TRUE
Co69Fe7Si14B10,,440.15,,2,,,,878,,,,,10.1016/j.jmmm.2009.05.010,TRUE
Dy2In,125.0,,131,,2-,"{'a': '5.34', 'c': '6.66'}",,70,8.5 μB/Dy,,,,10.1016/j.jmmm.2008.11.089,TRUE
